user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
703,0,150,97,602,2,4,0,133,0,174,0,327,1,351,99,312,116,305,64,351,290,302,195,259,0,268,0,0,6,7,46,467,1,249,510,0,Médio,1
1077,0,91,97,1688,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,306,548,0,561,0,0,10,15,214,233,1,271,220,0,Médio,1
680,0,184,97,980,2,3,0,163,0,204,0,327,1,351,99,312,116,305,64,351,290,302,107,194,0,201,0,0,6,2,46,173,1,611,579,0,Médio,1
368,0,91,97,1518,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,349,641,0,652,0,0,9,62,248,772,1,329,129,0,Médio,1
1080,0,91,97,167,0,4,0,87,49,56,0,327,1,351,99,312,116,305,64,351,290,302,308,489,6,498,0,0,12,25,132,283,0,926,288,0,Médio,1
1672,0,121,112,944,1,3,0,116,0,152,0,278,1,351,99,312,116,305,64,351,290,302,94,102,0,107,0,0,0,6,14,885,0,808,669,0,Médio,1
1418,0,142,97,1557,1,3,0,128,0,167,0,327,1,351,99,312,116,305,64,351,290,302,408,621,0,635,0,0,19,27,190,260,1,561,145,0,Médio,1
1074,0,91,97,1073,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,438,734,0,742,0,0,33,54,279,486,1,702,38,0,Médio,1
1511,0,91,97,178,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,150,247,0,258,0,0,5,7,77,327,1,750,520,0,Médio,1
1655,0,95,102,1048,1,3,0,92,0,129,0,295,1,351,99,312,116,305,64,351,290,302,314,480,0,486,0,0,7,28,129,738,0,171,294,0,Médio,1
1079,0,91,97,1581,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,87,142,0,149,0,0,0,11,35,849,1,683,630,0,Médio,1
1879,0,91,97,1612,0,4,0,87,85,7,0,327,1,351,99,312,116,305,64,351,290,302,449,654,40,665,0,0,27,26,204,270,0,236,120,0,Médio,1
1562,0,91,97,295,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,218,333,0,348,0,0,9,10,97,201,1,626,431,0,Médio,1
718,0,63,65,757,2,3,0,60,11,78,0,327,1,351,99,312,116,305,64,351,290,302,271,510,0,517,0,0,6,10,182,761,0,359,262,0,Médio,1
289,0,170,93,1206,1,3,0,149,8,185,0,299,1,351,99,312,116,305,64,351,290,302,168,271,0,285,0,0,10,5,80,116,1,711,492,0,Médio,1
1059,0,150,89,231,1,4,0,134,19,149,0,327,1,351,99,312,116,305,64,351,290,302,273,342,2,357,0,0,4,16,55,265,0,770,424,0,Médio,1
1658,0,91,97,501,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,204,432,0,444,0,0,4,9,182,468,1,911,341,0,Médio,1
429,1,128,156,176,1,2,0,123,28,137,0,128,1,351,99,312,116,305,64,351,290,302,368,522,0,529,0,0,16,24,127,488,0,509,249,0,Médio,1
1538,0,188,97,92,2,4,0,165,0,207,0,327,1,351,99,312,116,305,64,351,290,302,446,741,17,747,0,14,35,84,286,674,1,767,35,0,Médio,1
1631,0,91,97,1502,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,376,606,0,619,0,0,21,41,185,596,1,606,163,0,Médio,1
724,0,212,122,486,1,3,0,194,60,157,0,252,1,351,99,312,116,305,64,351,290,302,148,171,4,176,0,0,3,3,30,346,0,880,603,0,Médio,1
1645,0,90,97,801,1,3,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,395,707,0,716,0,0,10,77,268,792,1,547,63,0,Médio,1
1526,0,144,97,164,1,4,0,130,0,170,0,327,1,351,99,312,116,305,64,351,290,302,411,695,0,704,0,0,34,66,262,596,1,875,75,0,Médio,1
1830,0,115,97,670,1,3,0,106,0,145,0,327,1,351,99,312,116,305,64,351,290,302,65,88,0,93,0,0,1,2,18,791,1,139,685,0,Médio,1
594,0,91,97,928,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,480,733,74,742,0,60,42,70,284,360,1,749,42,0,Médio,1
1149,0,91,97,1605,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,346,508,0,516,0,0,11,23,122,403,1,372,263,0,Médio,1
189,0,91,97,492,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,422,585,0,598,0,0,10,31,125,669,1,185,183,0,Médio,1
1074,0,117,93,146,2,4,0,108,0,147,0,327,1,351,99,312,116,305,64,351,290,302,318,465,0,478,0,0,14,24,135,417,1,852,302,0,Médio,1
1485,0,91,97,826,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,190,369,37,366,0,34,3,5,103,624,1,203,434,0,Médio,1
110,0,91,97,1211,0,2,0,87,86,20,0,327,1,351,99,312,116,305,64,351,290,302,324,461,12,470,0,0,9,21,99,519,0,181,315,0,Médio,1
1496,0,91,97,193,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,436,612,20,623,0,20,23,26,163,308,1,312,161,0,Médio,1
1586,0,91,97,1010,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,310,478,1,483,0,1,7,27,121,716,1,168,297,0,Médio,1
182,0,91,97,1160,1,2,0,87,19,108,0,327,1,351,99,312,116,305,64,351,290,302,326,579,1,591,0,0,14,30,203,565,0,299,190,0,Médio,1
1537,0,68,70,225,0,2,0,64,74,24,0,327,1,351,99,312,116,305,64,351,290,302,199,243,1,252,0,0,4,6,37,459,0,331,523,0,Médio,1
1105,0,86,91,100,1,4,0,82,0,118,0,327,1,351,99,312,116,305,64,351,290,302,336,549,8,558,0,7,18,32,185,535,1,868,225,0,Médio,1
1570,0,91,97,841,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,185,370,34,368,0,31,3,3,108,625,1,298,429,0,Médio,1
1950,1,174,181,605,1,3,0,167,0,203,0,45,1,351,99,312,116,305,64,351,290,302,220,252,0,263,0,0,3,10,38,384,0,234,514,0,Médio,1
883,0,171,132,826,1,3,0,162,28,179,0,215,1,351,99,312,116,305,64,351,290,302,133,202,0,209,0,0,2,8,52,881,0,133,568,0,Médio,1
348,0,147,97,1061,1,3,0,131,0,171,0,327,1,351,99,312,116,305,64,351,290,302,194,326,0,341,0,0,9,7,91,230,1,696,436,0,Médio,1
1275,0,90,97,512,0,3,0,86,33,77,0,327,1,351,99,312,116,305,64,351,290,302,343,530,12,536,0,0,9,27,148,157,0,467,243,0,Médio,1
1765,0,91,97,1439,0,2,0,87,81,60,0,327,1,351,99,312,116,305,64,351,290,302,235,266,4,271,0,0,7,7,35,215,0,384,503,0,Médio,1
1973,0,91,97,310,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,89,92,0,96,0,0,3,0,13,147,1,712,681,0,Médio,1
1025,0,164,85,217,2,5,0,147,0,189,0,327,1,351,99,312,116,305,64,351,290,302,245,290,0,305,0,0,3,13,46,268,1,661,473,0,Médio,1
1354,0,90,97,349,1,4,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,379,562,9,571,0,9,14,24,150,211,1,312,209,0,Médio,1
1782,1,235,154,520,0,4,0,221,40,203,0,146,1,351,99,312,116,305,64,351,290,302,160,197,4,201,0,0,6,7,34,177,0,337,578,0,Médio,1
1653,0,116,97,1633,1,3,0,107,0,145,0,327,1,351,99,312,116,305,64,351,290,302,442,626,0,639,0,0,21,32,157,389,1,449,141,0,Médio,1
1449,0,91,97,1503,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,138,156,0,161,0,0,3,8,23,437,1,44,613,0,Médio,1
823,0,91,97,886,1,2,0,87,62,75,0,327,1,351,99,312,116,305,64,351,290,302,252,413,1,422,0,0,2,18,108,841,0,207,360,0,Médio,1
1524,0,170,91,1551,1,3,0,149,0,188,0,325,1,351,99,312,116,305,64,351,290,302,442,620,0,635,0,0,19,38,149,343,1,538,145,0,Médio,1
345,1,46,44,921,1,4,0,44,1,63,0,170,1,351,99,312,116,305,64,351,290,302,445,683,60,692,58,47,36,79,246,941,3,864,540,0,Médio,1
1479,1,44,38,662,1,5,0,40,0,59,0,221,1,351,99,312,116,305,64,351,290,302,280,397,0,406,0,0,5,13,88,690,0,259,375,0,Médio,1
1640,0,91,97,1543,1,3,0,87,33,97,0,327,1,351,99,312,116,305,64,351,290,302,186,237,2,245,0,0,7,5,39,178,0,497,530,0,Médio,1
1398,0,100,98,1254,1,5,0,94,0,132,0,324,1,351,99,312,116,305,64,351,290,302,113,196,23,193,0,23,3,6,45,65,0,674,599,0,Médio,1
301,0,127,115,128,0,5,0,122,20,128,0,271,1,351,99,312,116,305,64,351,290,302,478,738,81,743,0,56,48,44,285,164,1,757,40,0,Médio,1
1357,0,126,97,1219,1,5,0,115,34,111,0,327,1,351,99,312,116,305,64,351,290,302,168,255,18,258,0,16,7,10,53,117,0,755,531,0,Médio,1
270,0,93,100,171,0,4,0,89,57,49,0,313,1,351,99,312,116,305,64,351,290,302,422,693,59,700,0,24,13,61,256,887,0,297,84,0,Médio,1
306,0,91,97,517,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,200,365,0,382,0,0,5,19,110,688,1,142,399,0,Médio,1
483,0,47,47,783,2,4,0,44,5,56,0,327,0,47,30,41,15,40,9,47,39,40,200,460,0,469,0,0,4,9,146,868,0,434,314,0,Médio,1
1677,0,91,97,1506,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,308,528,0,540,0,0,19,28,153,554,1,639,241,0,Médio,1
1560,1,84,92,1504,1,3,0,80,0,114,0,49,1,351,99,312,116,305,64,351,290,302,231,261,0,269,0,0,3,8,37,586,0,919,502,0,Médio,1
157,0,106,97,630,2,6,0,99,0,137,0,327,1,351,99,312,116,305,64,351,290,302,241,311,20,310,0,20,12,9,58,317,1,344,474,0,Médio,1
1173,0,109,94,246,2,4,0,101,0,139,0,327,1,351,99,312,116,305,64,351,290,302,201,285,0,295,0,0,3,10,55,317,1,758,479,0,Médio,1
1271,0,90,97,449,1,3,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,341,532,0,539,0,0,9,23,147,142,1,317,237,0,Médio,1
878,0,91,97,1603,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,291,430,24,434,0,24,12,11,109,625,1,346,354,0,Médio,1
1456,0,91,97,731,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,195,275,0,285,0,0,1,11,50,739,1,311,490,0,Médio,1
1939,0,91,97,824,1,1,0,87,75,63,0,327,1,351,99,312,116,305,64,351,290,302,191,289,1,299,0,0,3,8,61,887,0,130,476,0,Médio,1
328,0,112,97,1259,2,5,0,103,0,142,0,327,1,351,99,312,116,305,64,351,290,302,224,342,15,353,0,15,6,11,67,325,1,757,433,0,Médio,1
835,0,46,46,1765,2,2,0,43,0,56,0,327,1,351,99,312,116,305,64,351,290,302,283,505,3,512,0,3,5,40,172,915,1,271,269,0,Médio,1
863,0,91,97,1306,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,447,710,0,723,0,0,34,61,277,475,1,668,56,0,Médio,1
179,0,91,97,1568,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,466,715,39,721,0,32,34,52,256,222,1,632,63,0,Médio,1
378,0,91,97,1100,2,3,0,87,27,102,0,327,1,351,99,312,116,305,64,351,290,302,414,602,2,615,0,0,19,27,160,193,0,253,166,0,Médio,1
1132,0,91,97,577,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,194,311,0,321,0,0,3,18,64,815,1,767,458,0,Médio,1
1465,0,80,83,700,1,5,0,76,0,109,0,303,1,351,99,312,116,305,64,351,290,302,212,284,0,293,0,0,1,11,49,707,0,327,482,0,Médio,1
1566,0,52,53,1389,2,3,0,48,0,69,0,327,1,351,99,312,116,305,64,351,290,302,377,590,0,604,0,0,14,20,189,321,1,284,177,0,Médio,1
1437,0,93,97,272,1,4,0,89,0,126,0,327,1,351,99,312,116,305,64,351,290,302,382,644,0,656,0,0,30,49,234,510,1,917,121,0,Médio,1
418,0,91,97,907,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,320,529,9,539,0,9,8,32,153,864,1,684,244,0,Médio,1
1533,0,91,97,1577,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,340,546,0,555,0,0,14,38,139,718,1,579,224,0,Médio,1
1916,0,91,97,1012,1,2,0,87,51,82,0,327,1,351,99,312,116,305,64,351,290,302,205,337,0,351,0,0,5,9,91,820,0,245,428,0,Médio,1
833,0,51,52,1747,2,2,0,48,0,64,0,327,1,351,99,312,116,305,64,351,290,302,282,494,6,501,0,6,6,36,164,888,1,279,281,0,Médio,1
1891,0,191,112,1001,2,5,0,172,0,215,0,278,1,351,99,312,116,305,64,351,290,302,273,528,33,527,0,33,6,28,157,959,1,631,256,0,Médio,1
1485,0,91,97,203,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,434,606,21,617,0,21,22,26,156,321,1,305,167,0,Médio,1
1637,0,153,110,426,0,3,0,140,91,55,0,271,1,351,99,312,116,305,64,351,290,302,238,282,6,287,0,0,9,8,49,249,0,443,490,0,Médio,1
1208,0,78,57,1235,0,2,0,70,59,50,0,327,1,351,99,312,116,305,64,351,290,302,133,165,1,173,0,0,5,6,22,99,0,891,607,0,Médio,1
1941,0,75,83,1737,1,5,0,72,0,102,0,327,1,351,99,312,116,305,64,351,290,302,483,747,87,755,0,68,31,94,293,624,1,355,30,0,Médio,1
279,0,90,97,1325,2,5,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,238,401,41,400,0,37,13,6,106,76,1,367,397,0,Médio,1
1980,1,161,141,717,1,3,0,147,0,187,0,173,1,351,99,312,116,305,64,351,290,302,167,224,0,233,0,0,4,6,41,545,0,318,544,0,Médio,1
1669,1,191,143,1033,2,4,0,183,0,220,0,187,1,351,99,312,116,305,64,351,290,302,265,478,9,486,0,9,8,13,131,577,0,295,298,0,Médio,1
671,0,163,97,1632,1,3,0,144,0,185,0,327,1,351,99,312,116,305,64,351,290,302,353,569,5,581,0,5,17,45,162,756,1,514,200,0,Médio,1
1305,0,91,97,776,0,3,0,87,51,53,0,327,1,351,99,312,116,305,64,351,290,302,327,487,19,494,0,0,8,31,121,224,0,778,290,0,Médio,1
1537,0,31,30,1347,2,3,0,27,0,39,0,322,1,351,99,312,116,305,64,351,290,302,361,603,0,617,0,0,15,26,219,402,1,280,165,0,Médio,1
574,0,85,92,525,0,3,0,82,56,41,0,327,1,351,99,312,116,305,64,351,290,302,433,636,27,644,0,0,19,50,184,404,1,465,137,0,Médio,1
1285,0,85,93,516,1,3,0,81,0,118,0,327,1,351,99,312,116,305,64,351,290,302,352,558,0,566,0,0,16,27,166,236,1,361,211,0,Médio,1
1492,0,91,97,803,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,185,340,39,335,0,35,2,4,88,583,1,249,464,0,Médio,1
1140,1,247,189,1149,1,2,4,237,51,233,16,198,1,351,99,312,116,305,64,351,290,302,155,240,23,238,0,1,1,12,49,934,0,483,551,0,Médio,1
1871,0,186,97,1351,1,2,0,163,67,179,0,327,1,351,99,312,116,305,64,351,290,302,129,178,0,182,0,0,1,5,28,119,0,552,597,0,Médio,1
1889,0,214,158,433,1,5,0,207,0,241,0,148,1,351,99,312,116,305,64,351,290,302,96,116,0,120,0,0,3,5,20,155,1,369,658,0,Médio,1
1891,0,79,87,1747,2,4,0,76,0,108,0,327,1,351,99,312,116,305,64,351,290,302,480,745,62,752,0,49,28,87,285,605,2,464,31,0,Médio,1
1003,0,91,97,461,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,145,341,30,338,0,30,2,16,130,935,1,451,452,0,Médio,1
1536,0,170,97,1567,1,3,0,150,0,191,0,327,1,351,99,312,116,305,64,351,290,302,443,618,0,632,0,0,19,36,145,348,1,529,148,0,Médio,1
332,0,87,94,125,0,5,0,83,17,94,0,327,1,351,99,312,116,305,64,351,290,302,291,572,58,568,0,41,12,54,205,923,1,541,222,0,Médio,1
1784,0,91,97,186,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,361,582,0,594,0,0,14,39,165,623,1,368,187,0,Médio,1
1788,0,91,97,167,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,214,257,0,268,0,0,6,10,62,321,1,571,506,0,Médio,1
1298,0,91,97,688,0,3,0,87,72,25,0,327,1,351,99,312,116,305,64,351,290,302,339,510,27,515,0,0,8,33,136,207,0,748,269,0,Médio,1
106,0,91,97,1290,0,2,0,87,89,7,0,327,1,351,99,312,116,305,64,351,290,302,293,428,14,435,0,0,7,19,93,558,0,188,350,0,Médio,1
709,0,66,69,784,2,4,0,63,0,91,0,327,1,351,99,312,116,305,64,351,290,302,262,506,9,512,0,9,8,10,193,771,1,475,269,0,Médio,1
1067,0,162,88,255,1,4,0,144,5,180,0,327,1,351,99,312,116,305,64,351,290,302,276,327,1,342,0,0,4,16,51,298,0,725,436,0,Médio,1
1064,0,131,92,229,1,4,0,119,42,101,0,327,1,351,99,312,116,305,64,351,290,302,275,374,5,386,0,0,5,18,66,219,0,822,397,0,Médio,1
685,0,57,59,740,2,4,0,54,0,78,0,327,0,328,93,292,108,285,60,328,271,282,268,520,0,527,0,0,6,9,190,752,0,396,251,0,Médio,1
1987,0,91,97,1050,1,1,0,87,76,62,0,327,1,351,99,312,116,305,64,351,290,302,211,303,0,318,0,0,5,10,71,832,0,131,459,0,Médio,1
887,0,91,97,1215,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,489,747,0,759,0,0,38,78,291,409,1,631,21,0,Médio,1
1675,0,91,97,446,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,247,410,0,422,0,0,7,11,128,404,1,834,361,0,Médio,1
154,0,97,105,145,1,5,0,94,6,125,0,292,1,351,99,312,116,305,64,351,290,302,468,701,79,708,0,62,19,58,256,785,0,276,79,0,Médio,1
225,0,72,77,419,1,3,0,68,0,97,0,327,1,351,99,312,116,305,64,351,290,302,208,370,0,387,0,0,6,14,117,609,1,130,394,0,Médio,1
1495,0,97,105,735,1,5,0,94,0,132,0,281,1,351,99,312,116,305,64,351,290,302,381,672,0,684,0,0,14,49,255,706,1,718,95,0,Médio,1
143,0,97,105,157,1,5,0,94,0,133,0,291,1,351,99,312,116,305,64,351,290,302,472,697,78,704,0,64,19,56,250,769,1,270,83,0,Médio,1
373,0,91,97,946,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,194,306,0,320,0,0,8,9,77,117,1,694,456,0,Médio,1
1522,0,37,36,937,2,4,0,34,0,45,0,327,1,351,99,312,116,305,64,351,290,302,288,522,0,529,0,0,15,9,178,522,1,745,249,0,Médio,1
1435,0,91,97,843,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,216,413,1,428,0,1,3,13,121,880,1,103,357,0,Médio,1
1985,0,91,97,977,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,384,677,88,679,0,68,19,14,282,227,2,310,122,0,Médio,1
928,0,91,97,1023,1,4,0,87,3,121,0,327,1,351,99,312,116,305,64,351,290,302,193,275,0,283,0,0,0,10,39,705,0,392,489,0,Médio,1
948,0,91,97,1060,1,3,0,87,44,92,0,327,1,351,99,312,116,305,64,351,290,302,192,275,1,282,0,0,1,11,42,695,0,335,491,0,Médio,1
1638,0,91,97,1611,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,189,364,0,375,0,0,10,7,103,484,1,597,404,0,Médio,1
1765,1,230,148,531,0,4,0,214,50,184,0,161,1,351,99,312,116,305,64,351,290,302,175,214,5,218,0,0,7,7,37,181,0,360,561,0,Médio,1
1840,0,172,137,309,1,3,0,165,0,201,0,209,1,351,99,312,116,305,64,351,290,302,160,190,0,197,0,0,4,8,39,255,1,412,579,0,Médio,1
830,0,91,97,1294,2,3,0,87,34,97,0,327,1,351,99,312,116,305,64,351,290,302,398,685,2,696,0,0,16,36,231,717,0,627,84,0,Médio,1
817,0,160,97,726,2,4,0,143,0,184,0,327,1,351,99,312,116,305,64,351,290,302,332,464,0,473,0,0,21,17,124,323,1,523,309,0,Médio,1
351,0,91,97,840,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,332,530,0,537,0,0,5,30,139,791,1,314,241,0,Médio,1
1074,0,93,97,1702,1,3,0,89,0,126,0,327,1,351,99,312,116,305,64,351,290,302,301,559,0,572,0,0,10,14,232,199,1,257,209,0,Médio,1
1388,1,86,93,1458,1,3,0,82,0,117,0,115,1,351,99,312,116,305,64,351,290,302,230,259,2,265,0,2,3,9,39,596,0,931,507,0,Médio,1
1697,0,91,97,1401,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,389,631,0,641,0,0,28,37,205,434,1,711,140,0,Médio,1
1737,1,211,152,962,2,4,0,203,0,239,0,159,1,351,99,312,116,305,64,351,290,302,220,440,0,450,0,0,6,6,131,612,0,260,334,0,Médio,1
567,0,151,97,486,2,3,0,134,0,175,0,327,1,351,99,312,116,305,64,351,290,302,153,212,0,220,0,0,4,6,36,472,1,189,556,0,Médio,1
257,0,62,67,401,2,3,0,60,0,86,0,327,1,351,99,312,116,305,64,351,290,302,404,714,0,722,0,0,33,81,265,854,1,687,59,0,Médio,1
1418,0,92,98,849,2,5,0,88,0,125,0,318,1,351,99,312,116,305,64,351,290,302,499,763,90,770,0,73,43,94,309,484,2,745,11,0,Médio,1
1280,0,68,71,82,1,5,0,64,0,93,0,327,1,351,99,312,116,305,64,351,290,302,334,627,44,625,0,36,16,66,234,912,1,487,166,0,Médio,1
425,0,91,97,909,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,199,327,0,342,0,0,6,9,82,224,1,691,435,0,Médio,1
1678,0,90,97,328,2,4,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,311,402,0,414,0,0,12,15,70,302,1,721,366,0,Médio,1
222,0,91,97,1681,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,440,693,0,700,0,0,44,41,265,193,2,768,80,0,Médio,1
1811,0,91,97,688,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,374,588,0,600,0,0,23,10,194,79,1,573,179,0,Médio,1
357,0,91,97,1025,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,210,307,0,321,0,0,9,9,70,66,1,712,455,0,Médio,1
1676,0,96,97,1469,1,2,0,91,0,128,0,327,1,351,99,312,116,305,64,351,290,302,358,585,0,598,0,0,22,37,168,549,1,649,184,0,Médio,1
324,0,82,88,1509,1,4,0,78,0,111,0,327,1,351,99,312,116,305,64,351,290,302,386,690,0,700,0,0,13,73,260,808,1,419,81,0,Médio,1
1433,0,82,90,680,1,4,0,79,0,114,0,327,1,351,99,312,116,305,64,351,290,302,385,653,0,665,0,0,24,51,241,564,2,494,115,0,Médio,1
1013,0,91,97,454,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,143,329,29,325,0,29,2,16,120,944,1,428,464,0,Médio,1
1758,0,103,97,1053,1,4,0,96,0,134,0,327,1,351,99,312,116,305,64,351,290,302,199,371,0,384,0,0,10,7,118,173,1,222,396,0,Médio,1
1777,0,91,97,1598,1,3,0,87,39,70,0,327,1,351,99,312,116,305,64,351,290,302,444,628,18,641,0,0,20,27,171,227,0,308,141,0,Médio,1
1486,1,28,18,648,1,5,0,24,0,37,0,185,1,351,99,312,116,305,64,351,290,302,311,450,1,458,0,1,6,13,107,678,0,225,326,0,Médio,1
1566,0,98,97,233,0,3,0,92,84,14,0,327,1,351,99,312,116,305,64,351,290,302,245,290,5,296,0,2,6,10,57,292,0,428,479,0,Médio,1
1642,0,91,97,977,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,275,457,0,465,0,0,6,21,125,747,1,264,315,0,Médio,1
583,0,123,97,886,1,3,0,113,0,152,0,327,1,351,99,312,116,305,64,351,290,302,174,307,0,321,0,0,4,7,75,347,1,658,459,0,Médio,1
1764,0,164,97,1316,0,2,0,145,17,172,0,327,1,351,99,312,116,305,64,351,290,302,204,309,1,322,0,0,4,10,82,181,0,231,455,0,Médio,1
1485,0,91,97,1501,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,137,211,8,216,0,8,5,5,44,116,1,600,566,0,Médio,1
565,0,91,97,909,1,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,278,496,21,501,0,21,9,24,171,856,1,690,285,0,Médio,1
1665,0,124,97,1525,1,3,0,113,24,143,0,327,1,351,99,312,116,305,64,351,290,302,142,202,0,209,0,0,4,4,37,140,0,573,567,0,Médio,1
1417,0,91,97,1472,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,62,71,0,73,0,0,3,1,16,282,1,19,702,0,Médio,1
151,0,91,97,1049,1,2,0,87,49,83,0,327,1,351,99,312,116,305,64,351,290,302,380,575,4,587,0,0,14,29,158,473,0,223,195,0,Médio,1
1485,1,27,16,643,1,5,0,23,0,35,0,181,1,351,99,312,116,305,64,351,290,302,314,452,0,461,0,0,6,14,108,682,0,224,323,0,Médio,1
1099,0,91,97,1606,1,2,0,87,70,67,0,327,1,351,99,312,116,305,64,351,290,302,200,228,2,234,0,0,8,7,34,445,0,686,540,0,Médio,1
1449,0,89,95,1211,1,3,0,85,0,121,0,327,1,351,99,312,116,305,64,351,290,302,410,732,0,739,0,0,35,31,296,395,1,473,42,0,Médio,1
1611,0,91,97,1613,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,177,318,0,328,0,0,9,6,84,379,1,591,450,0,Médio,1
147,0,62,68,1526,1,3,0,60,0,85,0,327,1,351,99,312,116,305,64,351,290,302,423,733,0,740,0,0,18,85,267,872,3,524,39,0,Médio,1
1501,0,39,36,362,1,5,0,36,0,47,0,295,1,351,99,312,116,305,64,351,290,302,363,579,0,593,0,0,7,31,159,659,1,269,188,0,Médio,1
1205,0,91,97,1627,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,336,598,0,611,0,0,15,15,243,179,1,432,170,0,Médio,1
1534,0,100,109,806,1,4,0,98,0,137,0,259,1,351,99,312,116,305,64,351,290,302,382,681,0,692,0,0,15,45,249,804,1,827,87,0,Médio,1
1691,0,91,97,1439,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,367,603,0,615,0,0,25,37,184,509,1,678,167,0,Médio,1
907,0,133,97,740,2,4,0,121,0,160,0,327,1,351,99,312,116,305,64,351,290,302,312,556,0,567,0,0,18,18,202,356,1,659,214,0,Médio,1
1469,0,47,49,1251,2,3,0,43,0,64,0,327,1,351,99,312,116,305,64,351,290,302,363,634,0,645,0,0,21,21,244,399,1,312,137,0,Médio,1
